Electoral wards and divisions Code,Electoral wards and divisions,Passports held (27 categories) Code,Passports held (27 categories),Observation
E05009331,St Peter's (Tower Hamlets),20,Middle East and Asia: South-East Asia,59
E05009331,St Peter's (Tower Hamlets),21,Middle East and Asia: Central Asia,14
E05009331,St Peter's (Tower Hamlets),22,The Americas and the Caribbean: North America and the Caribbean,249
E05009331,St Peter's (Tower Hamlets),23,The Americas and the Caribbean: Central and South America,99
E05009331,St Peter's (Tower Hamlets),24,"Antarctica and Oceania, including Australasia",282
E05009331,St Peter's (Tower Hamlets),25,British Overseas Territories,0
E05009331,St Peter's (Tower Hamlets),26,No passport held,936
E05009332,Shadwell,-8,Does not apply,0
E05009332,Shadwell,1,Europe: United Kingdom,9578
E05009332,Shadwell,2,Europe: Ireland,94
E05009332,Shadwell,3,Europe: Other Europe: EU Member countries: France,130
E05009332,Shadwell,4,Europe: Other Europe: EU Member countries: Germany,52
E05009332,Shadwell,5,Europe: Other Europe: EU Member countries: Italy,742
E05009332,Shadwell,6,Europe: Other Europe: EU Member countries: Portugal,114
E05009332,Shadwell,7,Europe: Other Europe: EU Member countries: Spain,191
E05009332,Shadwell,8,Europe: Other Europe: EU Member countries: Lithuania,69
E05009332,Shadwell,9,Europe: Other Europe: EU Member countries: Poland,89
E05009332,Shadwell,10,Europe: Other Europe: EU Member countries: Romania,68
E05009332,Shadwell,11,Europe: Other Europe: EU Member countries: Other EU countries,311
E05009332,Shadwell,12,Europe: Other Europe: Rest of Europe: Turkey,18
E05009332,Shadwell,13,Europe: Other Europe: Rest of Europe: Other Europe,46
E05009332,Shadwell,14,Africa: North Africa,24
E05009332,Shadwell,15,Africa: Central and Western Africa,33
E05009332,Shadwell,16,Africa: South and Eastern Africa,18
E05009332,Shadwell,17,Middle East and Asia: Middle East,21
E05009332,Shadwell,18,Middle East and Asia: Eastern Asia,77
E05009332,Shadwell,19,Middle East and Asia: Southern Asia,767
E05009332,Shadwell,20,Middle East and Asia: South-East Asia,67
E05009332,Shadwell,21,Middle East and Asia: Central Asia,9
E05009332,Shadwell,22,The Americas and the Caribbean: North America and the Caribbean,77
E05009332,Shadwell,23,The Americas and the Caribbean: Central and South America,59
E05009332,Shadwell,24,"Antarctica and Oceania, including Australasia",40
E05009332,Shadwell,25,British Overseas Territories,1
E05009332,Shadwell,26,No passport held,589
E05009333,Spitalfields & Banglatown,-8,Does not apply,0
E05009333,Spitalfields & Banglatown,1,Europe: United Kingdom,8751
E05009333,Spitalfields & Banglatown,2,Europe: Ireland,133
E05009333,Spitalfields & Banglatown,3,Europe: Other Europe: EU Member countries: France,344
E05009333,Spitalfields & Banglatown,4,Europe: Other Europe: EU Member countries: Germany,130
E05009333,Spitalfields & Banglatown,5,Europe: Other Europe: EU Member countries: Italy,543
E05009333,Spitalfields & Banglatown,6,Europe: Other Europe: EU Member countries: Portugal,96
E05009333,Spitalfields & Banglatown,7,Europe: Other Europe: EU Member countries: Spain,248
E05009333,Spitalfields & Banglatown,8,Europe: Other Europe: EU Member countries: Lithuania,40
E05009333,Spitalfields & Banglatown,9,Europe: Other Europe: EU Member countries: Poland,67
E05009333,Spitalfields & Banglatown,10,Europe: Other Europe: EU Member countries: Romania,73
E05009333,Spitalfields & Banglatown,11,Europe: Other Europe: EU Member countries: Other EU countries,494
E05009333,Spitalfields & Banglatown,12,Europe: Other Europe: Rest of Europe: Turkey,52
E05009333,Spitalfields & Banglatown,13,Europe: Other Europe: Rest of Europe: Other Europe,138
E05009333,Spitalfields & Banglatown,14,Africa: North Africa,50
E05009333,Spitalfields & Banglatown,15,Africa: Central and Western Africa,35
E05009333,Spitalfields & Banglatown,16,Africa: South and Eastern Africa,28
E05009333,Spitalfields & Banglatown,17,Middle East and Asia: Middle East,42
E05009333,Spitalfields & Banglatown,18,Middle East and Asia: Eastern Asia,253
E05009333,Spitalfields & Banglatown,19,Middle East and Asia: Southern Asia,736
E05009333,Spitalfields & Banglatown,20,Middle East and Asia: South-East Asia,103
E05009333,Spitalfields & Banglatown,21,Middle East and Asia: Central Asia,11
E05009333,Spitalfields & Banglatown,22,The Americas and the Caribbean: North America and the Caribbean,316
E05009333,Spitalfields & Banglatown,23,The Americas and the Caribbean: Central and South America,111
E05009333,Spitalfields & Banglatown,24,"Antarctica and Oceania, including Australasia",148
E05009333,Spitalfields & Banglatown,25,British Overseas Territories,0
E05009333,Spitalfields & Banglatown,26,No passport held,400
E05009334,Stepney Green,-8,Does not apply,0
E05009334,Stepney Green,1,Europe: United Kingdom,8863
E05009334,Stepney Green,2,Europe: Ireland,84
E05009334,Stepney Green,3,Europe: Other Europe: EU Member countries: France,140
E05009334,Stepney Green,4,Europe: Other Europe: EU Member countries: Germany,66
E05009334,Stepney Green,5,Europe: Other Europe: EU Member countries: Italy,670
E05009334,Stepney Green,6,Europe: Other Europe: EU Member countries: Portugal,113
E05009334,Stepney Green,7,Europe: Other Europe: EU Member countries: Spain,217
E05009334,Stepney Green,8,Europe: Other Europe: EU Member countries: Lithuania,30
E05009334,Stepney Green,9,Europe: Other Europe: EU Member countries: Poland,55
E05009334,Stepney Green,10,Europe: Other Europe: EU Member countries: Romania,75
E05009334,Stepney Green,11,Europe: Other Europe: EU Member countries: Other EU countries,261
E05009334,Stepney Green,12,Europe: Other Europe: Rest of Europe: Turkey,23
E05009334,Stepney Green,13,Europe: Other Europe: Rest of Europe: Other Europe,50
E05009334,Stepney Green,14,Africa: North Africa,20
E05009334,Stepney Green,15,Africa: Central and Western Africa,33
E05009334,Stepney Green,16,Africa: South and Eastern Africa,24
E05009334,Stepney Green,17,Middle East and Asia: Middle East,12
E05009334,Stepney Green,18,Middle East and Asia: Eastern Asia,48
E05009334,Stepney Green,19,Middle East and Asia: Southern Asia,620
E05009334,Stepney Green,20,Middle East and Asia: South-East Asia,75
E05009334,Stepney Green,21,Middle East and Asia: Central Asia,4
E05009334,Stepney Green,22,The Americas and the Caribbean: North America and the Caribbean,64
E05009334,Stepney Green,23,The Americas and the Caribbean: Central and South America,66
E05009334,Stepney Green,24,"Antarctica and Oceania, including Australasia",58
E05009334,Stepney Green,25,British Overseas Territories,0
E05009334,Stepney Green,26,No passport held,674
E05009335,Weavers,-8,Does not apply,0
E05009335,Weavers,1,Europe: United Kingdom,9476
E05009335,Weavers,2,Europe: Ireland,169
E05009335,Weavers,3,Europe: Other Europe: EU Member countries: France,335
E05009335,Weavers,4,Europe: Other Europe: EU Member countries: Germany,124
E05009335,Weavers,5,Europe: Other Europe: EU Member countries: Italy,528
E05009335,Weavers,6,Europe: Other Europe: EU Member countries: Portugal,87
E05009335,Weavers,7,Europe: Other Europe: EU Member countries: Spain,194
E05009335,Weavers,8,Europe: Other Europe: EU Member countries: Lithuania,38
E05009335,Weavers,9,Europe: Other Europe: EU Member countries: Poland,83
E05009335,Weavers,10,Europe: Other Europe: EU Member countries: Romania,49
E05009335,Weavers,11,Europe: Other Europe: EU Member countries: Other EU countries,399
E05009335,Weavers,12,Europe: Other Europe: Rest of Europe: Turkey,26
E05009335,Weavers,13,Europe: Other Europe: Rest of Europe: Other Europe,127
E05009335,Weavers,14,Africa: North Africa,23
E05009335,Weavers,15,Africa: Central and Western Africa,42
E05009335,Weavers,16,Africa: South and Eastern Africa,34
E05009335,Weavers,17,Middle East and Asia: Middle East,19
E05009335,Weavers,18,Middle East and Asia: Eastern Asia,73
E05009335,Weavers,19,Middle East and Asia: Southern Asia,408
E05009335,Weavers,20,Middle East and Asia: South-East Asia,58
E05009335,Weavers,21,Middle East and Asia: Central Asia,2
E05009335,Weavers,22,The Americas and the Caribbean: North America and the Caribbean,242
E05009335,Weavers,23,The Americas and the Caribbean: Central and South America,75
E05009335,Weavers,24,"Antarctica and Oceania, including Australasia",173
E05009335,Weavers,25,British Overseas Territories,0
E05009335,Weavers,26,No passport held,553
E05009336,Whitechapel,-8,Does not apply,0
E05009336,Whitechapel,1,Europe: United Kingdom,11423
E05009336,Whitechapel,2,Europe: Ireland,184
E05009336,Whitechapel,3,Europe: Other Europe: EU Member countries: France,579
E05009336,Whitechapel,4,Europe: Other Europe: EU Member countries: Germany,204
E05009336,Whitechapel,5,Europe: Other Europe: EU Member countries: Italy,1122
E05009336,Whitechapel,6,Europe: Other Europe: EU Member countries: Portugal,209
E05009336,Whitechapel,7,Europe: Other Europe: EU Member countries: Spain,289
E05009336,Whitechapel,8,Europe: Other Europe: EU Member countries: Lithuania,83
E05009336,Whitechapel,9,Europe: Other Europe: EU Member countries: Poland,165
E05009336,Whitechapel,10,Europe: Other Europe: EU Member countries: Romania,147
E05009336,Whitechapel,11,Europe: Other Europe: EU Member countries: Other EU countries,759
E05009336,Whitechapel,12,Europe: Other Europe: Rest of Europe: Turkey,34
E05009336,Whitechapel,13,Europe: Other Europe: Rest of Europe: Other Europe,245
E05009336,Whitechapel,14,Africa: North Africa,59
E05009336,Whitechapel,15,Africa: Central and Western Africa,71
E05009336,Whitechapel,16,Africa: South and Eastern Africa,47
E05009336,Whitechapel,17,Middle East and Asia: Middle East,97
E05009336,Whitechapel,18,Middle East and Asia: Eastern Asia,595
E05009336,Whitechapel,19,Middle East and Asia: Southern Asia,1147
E05009336,Whitechapel,20,Middle East and Asia: South-East Asia,274
E05009336,Whitechapel,21,Middle East and Asia: Central Asia,21
E05009336,Whitechapel,22,The Americas and the Caribbean: North America and the Caribbean,238
E05009336,Whitechapel,23,The Americas and the Caribbean: Central and South America,166
E05009336,Whitechapel,24,"Antarctica and Oceania, including Australasia",137
E05009336,Whitechapel,25,British Overseas Territories,1
E05009336,Whitechapel,26,No passport held,546
E05009367,Brownswood,-8,Does not apply,0
E05009367,Brownswood,1,Europe: United Kingdom,6523
E05009367,Brownswood,2,Europe: Ireland,193
E05009367,Brownswood,3,Europe: Other Europe: EU Member countries: France,187
E05009367,Brownswood,4,Europe: Other Europe: EU Member countries: Germany,78
E05009367,Brownswood,5,Europe: Other Europe: EU Member countries: Italy,232
E05009367,Brownswood,6,Europe: Other Europe: EU Member countries: Portugal,94
E05009367,Brownswood,7,Europe: Other Europe: EU Member countries: Spain,162
E05009367,Brownswood,8,Europe: Other Europe: EU Member countries: Lithuania,19
E05009367,Brownswood,9,Europe: Other Europe: EU Member countries: Poland,149
E05009367,Brownswood,10,Europe: Other Europe: EU Member countries: Romania,68
E05009367,Brownswood,11,Europe: Other Europe: EU Member countries: Other EU countries,309
E05009367,Brownswood,12,Europe: Other Europe: Rest of Europe: Turkey,57
E05009367,Brownswood,13,Europe: Other Europe: Rest of Europe: Other Europe,42
E05009367,Brownswood,14,Africa: North Africa,14
E05009367,Brownswood,15,Africa: Central and Western Africa,63
E05009367,Brownswood,16,Africa: South and Eastern Africa,22
E05009367,Brownswood,17,Middle East and Asia: Middle East,16
E05009367,Brownswood,18,Middle East and Asia: Eastern Asia,59
E05009367,Brownswood,19,Middle East and Asia: Southern Asia,54
E05009367,Brownswood,20,Middle East and Asia: South-East Asia,27
E05009367,Brownswood,21,Middle East and Asia: Central Asia,4
E05009367,Brownswood,22,The Americas and the Caribbean: North America and the Caribbean,137
E05009367,Brownswood,23,The Americas and the Caribbean: Central and South America,60
E05009367,Brownswood,24,"Antarctica and Oceania, including Australasia",103
E05009367,Brownswood,25,British Overseas Territories,0
E05009367,Brownswood,26,No passport held,340
E05009368,Cazenove,-8,Does not apply,0
E05009368,Cazenove,1,Europe: United Kingdom,11929
E05009368,Cazenove,2,Europe: Ireland,156
E05009368,Cazenove,3,Europe: Other Europe: EU Member countries: France,137
E05009368,Cazenove,4,Europe: Other Europe: EU Member countries: Germany,59
E05009368,Cazenove,5,Europe: Other Europe: EU Member countries: Italy,208
E05009368,Cazenove,6,Europe: Other Europe: EU Member countries: Portugal,114
E05009368,Cazenove,7,Europe: Other Europe: EU Member countries: Spain,218
E05009368,Cazenove,8,Europe: Other Europe: EU Member countries: Lithuania,29
E05009368,Cazenove,9,Europe: Other Europe: EU Member countries: Poland,263
E05009368,Cazenove,10,Europe: Other Europe: EU Member countries: Romania,86
E05009368,Cazenove,11,Europe: Other Europe: EU Member countries: Other EU countries,438
E05009368,Cazenove,12,Europe: Other Europe: Rest of Europe: Turkey,91
E05009368,Cazenove,13,Europe: Other Europe: Rest of Europe: Other Europe,102
E05009368,Cazenove,14,Africa: North Africa,45
E05009368,Cazenove,15,Africa: Central and Western Africa,120
E05009368,Cazenove,16,Africa: South and Eastern Africa,23
E05009368,Cazenove,17,Middle East and Asia: Middle East,105
E05009368,Cazenove,18,Middle East and Asia: Eastern Asia,20
E05009368,Cazenove,19,Middle East and Asia: Southern Asia,108
E05009368,Cazenove,20,Middle East and Asia: South-East Asia,17
E05009368,Cazenove,21,Middle East and Asia: Central Asia,0
E05009368,Cazenove,22,The Americas and the Caribbean: North America and the Caribbean,293
E05009368,Cazenove,23,The Americas and the Caribbean: Central and South America,148
E05009368,Cazenove,24,"Antarctica and Oceania, including Australasia",83
E05009368,Cazenove,25,British Overseas Territories,0
E05009368,Cazenove,26,No passport held,541
E05009369,Clissold,-8,Does not apply,0
E05009369,Clissold,1,Europe: United Kingdom,9825
E05009369,Clissold,2,Europe: Ireland,265
E05009369,Clissold,3,Europe: Other Europe: EU Member countries: France,166
E05009369,Clissold,4,Europe: Other Europe: EU Member countries: Germany,83
E05009369,Clissold,5,Europe: Other Europe: EU Member countries: Italy,266
E05009369,Clissold,6,Europe: Other Europe: EU Member countries: Portugal,77
E05009369,Clissold,7,Europe: Other Europe: EU Member countries: Spain,172
E05009369,Clissold,8,Europe: Other Europe: EU Member countries: Lithuania,11
E05009369,Clissold,9,Europe: Other Europe: EU Member countries: Poland,108
E05009369,Clissold,10,Europe: Other Europe: EU Member countries: Romania,33
E05009369,Clissold,11,Europe: Other Europe: EU Member countries: Other EU countries,311
E05009369,Clissold,12,Europe: Other Europe: Rest of Europe: Turkey,89
E05009369,Clissold,13,Europe: Other Europe: Rest of Europe: Other Europe,51
E05009369,Clissold,14,Africa: North Africa,17
E05009369,Clissold,15,Africa: Central and Western Africa,87
E05009369,Clissold,16,Africa: South and Eastern Africa,35
E05009369,Clissold,17,Middle East and Asia: Middle East,20
E05009369,Clissold,18,Middle East and Asia: Eastern Asia,50
E05009369,Clissold,19,Middle East and Asia: Southern Asia,34
E05009369,Clissold,20,Middle East and Asia: South-East Asia,14
E05009369,Clissold,21,Middle East and Asia: Central Asia,1
E05009369,Clissold,22,The Americas and the Caribbean: North America and the Caribbean,197
