Electoral wards and divisions Code,Electoral wards and divisions,Passports held (27 categories) Code,Passports held (27 categories),Observation
E05013712,Tollington,17,Middle East and Asia: Middle East,16
E05013712,Tollington,18,Middle East and Asia: Eastern Asia,77
E05013712,Tollington,19,Middle East and Asia: Southern Asia,87
E05013712,Tollington,20,Middle East and Asia: South-East Asia,68
E05013712,Tollington,21,Middle East and Asia: Central Asia,2
E05013712,Tollington,22,The Americas and the Caribbean: North America and the Caribbean,153
E05013712,Tollington,23,The Americas and the Caribbean: Central and South America,113
E05013712,Tollington,24,"Antarctica and Oceania, including Australasia",129
E05013712,Tollington,25,British Overseas Territories,0
E05013712,Tollington,26,No passport held,635
E05013713,Tufnell Park,-8,Does not apply,0
E05013713,Tufnell Park,1,Europe: United Kingdom,8867
E05013713,Tufnell Park,2,Europe: Ireland,284
E05013713,Tufnell Park,3,Europe: Other Europe: EU Member countries: France,248
E05013713,Tufnell Park,4,Europe: Other Europe: EU Member countries: Germany,95
E05013713,Tufnell Park,5,Europe: Other Europe: EU Member countries: Italy,371
E05013713,Tufnell Park,6,Europe: Other Europe: EU Member countries: Portugal,97
E05013713,Tufnell Park,7,Europe: Other Europe: EU Member countries: Spain,245
E05013713,Tufnell Park,8,Europe: Other Europe: EU Member countries: Lithuania,35
E05013713,Tufnell Park,9,Europe: Other Europe: EU Member countries: Poland,131
E05013713,Tufnell Park,10,Europe: Other Europe: EU Member countries: Romania,66
E05013713,Tufnell Park,11,Europe: Other Europe: EU Member countries: Other EU countries,465
E05013713,Tufnell Park,12,Europe: Other Europe: Rest of Europe: Turkey,47
E05013713,Tufnell Park,13,Europe: Other Europe: Rest of Europe: Other Europe,91
E05013713,Tufnell Park,14,Africa: North Africa,29
E05013713,Tufnell Park,15,Africa: Central and Western Africa,38
E05013713,Tufnell Park,16,Africa: South and Eastern Africa,32
E05013713,Tufnell Park,17,Middle East and Asia: Middle East,31
E05013713,Tufnell Park,18,Middle East and Asia: Eastern Asia,70
E05013713,Tufnell Park,19,Middle East and Asia: Southern Asia,74
E05013713,Tufnell Park,20,Middle East and Asia: South-East Asia,57
E05013713,Tufnell Park,21,Middle East and Asia: Central Asia,2
E05013713,Tufnell Park,22,The Americas and the Caribbean: North America and the Caribbean,164
E05013713,Tufnell Park,23,The Americas and the Caribbean: Central and South America,138
E05013713,Tufnell Park,24,"Antarctica and Oceania, including Australasia",76
E05013713,Tufnell Park,25,British Overseas Territories,1
E05013713,Tufnell Park,26,No passport held,648
E05013714,Bellingham (Lewisham),-8,Does not apply,0
E05013714,Bellingham (Lewisham),1,Europe: United Kingdom,8241
E05013714,Bellingham (Lewisham),2,Europe: Ireland,115
E05013714,Bellingham (Lewisham),3,Europe: Other Europe: EU Member countries: France,77
E05013714,Bellingham (Lewisham),4,Europe: Other Europe: EU Member countries: Germany,32
E05013714,Bellingham (Lewisham),5,Europe: Other Europe: EU Member countries: Italy,144
E05013714,Bellingham (Lewisham),6,Europe: Other Europe: EU Member countries: Portugal,101
E05013714,Bellingham (Lewisham),7,Europe: Other Europe: EU Member countries: Spain,202
E05013714,Bellingham (Lewisham),8,Europe: Other Europe: EU Member countries: Lithuania,57
E05013714,Bellingham (Lewisham),9,Europe: Other Europe: EU Member countries: Poland,197
E05013714,Bellingham (Lewisham),10,Europe: Other Europe: EU Member countries: Romania,149
E05013714,Bellingham (Lewisham),11,Europe: Other Europe: EU Member countries: Other EU countries,228
E05013714,Bellingham (Lewisham),12,Europe: Other Europe: Rest of Europe: Turkey,22
E05013714,Bellingham (Lewisham),13,Europe: Other Europe: Rest of Europe: Other Europe,45
E05013714,Bellingham (Lewisham),14,Africa: North Africa,9
E05013714,Bellingham (Lewisham),15,Africa: Central and Western Africa,306
E05013714,Bellingham (Lewisham),16,Africa: South and Eastern Africa,38
E05013714,Bellingham (Lewisham),17,Middle East and Asia: Middle East,0
E05013714,Bellingham (Lewisham),18,Middle East and Asia: Eastern Asia,22
E05013714,Bellingham (Lewisham),19,Middle East and Asia: Southern Asia,106
E05013714,Bellingham (Lewisham),20,Middle East and Asia: South-East Asia,27
E05013714,Bellingham (Lewisham),21,Middle East and Asia: Central Asia,0
E05013714,Bellingham (Lewisham),22,The Americas and the Caribbean: North America and the Caribbean,189
E05013714,Bellingham (Lewisham),23,The Americas and the Caribbean: Central and South America,57
E05013714,Bellingham (Lewisham),24,"Antarctica and Oceania, including Australasia",15
E05013714,Bellingham (Lewisham),25,British Overseas Territories,0
E05013714,Bellingham (Lewisham),26,No passport held,1279
E05013715,Blackheath (Lewisham),-8,Does not apply,0
E05013715,Blackheath (Lewisham),1,Europe: United Kingdom,12078
E05013715,Blackheath (Lewisham),2,Europe: Ireland,224
E05013715,Blackheath (Lewisham),3,Europe: Other Europe: EU Member countries: France,228
E05013715,Blackheath (Lewisham),4,Europe: Other Europe: EU Member countries: Germany,105
E05013715,Blackheath (Lewisham),5,Europe: Other Europe: EU Member countries: Italy,268
E05013715,Blackheath (Lewisham),6,Europe: Other Europe: EU Member countries: Portugal,123
E05013715,Blackheath (Lewisham),7,Europe: Other Europe: EU Member countries: Spain,320
E05013715,Blackheath (Lewisham),8,Europe: Other Europe: EU Member countries: Lithuania,72
E05013715,Blackheath (Lewisham),9,Europe: Other Europe: EU Member countries: Poland,174
E05013715,Blackheath (Lewisham),10,Europe: Other Europe: EU Member countries: Romania,91
E05013715,Blackheath (Lewisham),11,Europe: Other Europe: EU Member countries: Other EU countries,504
E05013715,Blackheath (Lewisham),12,Europe: Other Europe: Rest of Europe: Turkey,38
E05013715,Blackheath (Lewisham),13,Europe: Other Europe: Rest of Europe: Other Europe,105
E05013715,Blackheath (Lewisham),14,Africa: North Africa,31
E05013715,Blackheath (Lewisham),15,Africa: Central and Western Africa,210
E05013715,Blackheath (Lewisham),16,Africa: South and Eastern Africa,69
E05013715,Blackheath (Lewisham),17,Middle East and Asia: Middle East,22
E05013715,Blackheath (Lewisham),18,Middle East and Asia: Eastern Asia,171
E05013715,Blackheath (Lewisham),19,Middle East and Asia: Southern Asia,136
E05013715,Blackheath (Lewisham),20,Middle East and Asia: South-East Asia,86
E05013715,Blackheath (Lewisham),21,Middle East and Asia: Central Asia,6
E05013715,Blackheath (Lewisham),22,The Americas and the Caribbean: North America and the Caribbean,222
E05013715,Blackheath (Lewisham),23,The Americas and the Caribbean: Central and South America,118
E05013715,Blackheath (Lewisham),24,"Antarctica and Oceania, including Australasia",81
E05013715,Blackheath (Lewisham),25,British Overseas Territories,0
E05013715,Blackheath (Lewisham),26,No passport held,948
E05013716,Brockley,-8,Does not apply,0
E05013716,Brockley,1,Europe: United Kingdom,12762
E05013716,Brockley,2,Europe: Ireland,272
E05013716,Brockley,3,Europe: Other Europe: EU Member countries: France,274
E05013716,Brockley,4,Europe: Other Europe: EU Member countries: Germany,124
E05013716,Brockley,5,Europe: Other Europe: EU Member countries: Italy,370
E05013716,Brockley,6,Europe: Other Europe: EU Member countries: Portugal,135
E05013716,Brockley,7,Europe: Other Europe: EU Member countries: Spain,404
E05013716,Brockley,8,Europe: Other Europe: EU Member countries: Lithuania,83
E05013716,Brockley,9,Europe: Other Europe: EU Member countries: Poland,168
E05013716,Brockley,10,Europe: Other Europe: EU Member countries: Romania,149
E05013716,Brockley,11,Europe: Other Europe: EU Member countries: Other EU countries,469
E05013716,Brockley,12,Europe: Other Europe: Rest of Europe: Turkey,30
E05013716,Brockley,13,Europe: Other Europe: Rest of Europe: Other Europe,101
E05013716,Brockley,14,Africa: North Africa,19
E05013716,Brockley,15,Africa: Central and Western Africa,218
E05013716,Brockley,16,Africa: South and Eastern Africa,49
E05013716,Brockley,17,Middle East and Asia: Middle East,16
E05013716,Brockley,18,Middle East and Asia: Eastern Asia,175
E05013716,Brockley,19,Middle East and Asia: Southern Asia,236
E05013716,Brockley,20,Middle East and Asia: South-East Asia,65
E05013716,Brockley,21,Middle East and Asia: Central Asia,5
E05013716,Brockley,22,The Americas and the Caribbean: North America and the Caribbean,284
E05013716,Brockley,23,The Americas and the Caribbean: Central and South America,157
E05013716,Brockley,24,"Antarctica and Oceania, including Australasia",101
E05013716,Brockley,25,British Overseas Territories,1
E05013716,Brockley,26,No passport held,835
E05013717,Catford South,-8,Does not apply,0
E05013717,Catford South,1,Europe: United Kingdom,12990
E05013717,Catford South,2,Europe: Ireland,211
E05013717,Catford South,3,Europe: Other Europe: EU Member countries: France,111
E05013717,Catford South,4,Europe: Other Europe: EU Member countries: Germany,112
E05013717,Catford South,5,Europe: Other Europe: EU Member countries: Italy,252
E05013717,Catford South,6,Europe: Other Europe: EU Member countries: Portugal,96
E05013717,Catford South,7,Europe: Other Europe: EU Member countries: Spain,307
E05013717,Catford South,8,Europe: Other Europe: EU Member countries: Lithuania,86
E05013717,Catford South,9,Europe: Other Europe: EU Member countries: Poland,205
E05013717,Catford South,10,Europe: Other Europe: EU Member countries: Romania,231
E05013717,Catford South,11,Europe: Other Europe: EU Member countries: Other EU countries,340
E05013717,Catford South,12,Europe: Other Europe: Rest of Europe: Turkey,14
E05013717,Catford South,13,Europe: Other Europe: Rest of Europe: Other Europe,65
E05013717,Catford South,14,Africa: North Africa,22
E05013717,Catford South,15,Africa: Central and Western Africa,275
E05013717,Catford South,16,Africa: South and Eastern Africa,47
E05013717,Catford South,17,Middle East and Asia: Middle East,7
E05013717,Catford South,18,Middle East and Asia: Eastern Asia,59
E05013717,Catford South,19,Middle East and Asia: Southern Asia,167
E05013717,Catford South,20,Middle East and Asia: South-East Asia,54
E05013717,Catford South,21,Middle East and Asia: Central Asia,2
E05013717,Catford South,22,The Americas and the Caribbean: North America and the Caribbean,224
E05013717,Catford South,23,The Americas and the Caribbean: Central and South America,94
E05013717,Catford South,24,"Antarctica and Oceania, including Australasia",21
E05013717,Catford South,25,British Overseas Territories,0
E05013717,Catford South,26,No passport held,1261
E05013718,Crofton Park,-8,Does not apply,0
E05013718,Crofton Park,1,Europe: United Kingdom,12311
E05013718,Crofton Park,2,Europe: Ireland,251
E05013718,Crofton Park,3,Europe: Other Europe: EU Member countries: France,113
E05013718,Crofton Park,4,Europe: Other Europe: EU Member countries: Germany,76
E05013718,Crofton Park,5,Europe: Other Europe: EU Member countries: Italy,218
E05013718,Crofton Park,6,Europe: Other Europe: EU Member countries: Portugal,71
E05013718,Crofton Park,7,Europe: Other Europe: EU Member countries: Spain,202
E05013718,Crofton Park,8,Europe: Other Europe: EU Member countries: Lithuania,35
E05013718,Crofton Park,9,Europe: Other Europe: EU Member countries: Poland,136
E05013718,Crofton Park,10,Europe: Other Europe: EU Member countries: Romania,187
E05013718,Crofton Park,11,Europe: Other Europe: EU Member countries: Other EU countries,254
E05013718,Crofton Park,12,Europe: Other Europe: Rest of Europe: Turkey,10
E05013718,Crofton Park,13,Europe: Other Europe: Rest of Europe: Other Europe,49
E05013718,Crofton Park,14,Africa: North Africa,6
E05013718,Crofton Park,15,Africa: Central and Western Africa,159
E05013718,Crofton Park,16,Africa: South and Eastern Africa,25
E05013718,Crofton Park,17,Middle East and Asia: Middle East,6
E05013718,Crofton Park,18,Middle East and Asia: Eastern Asia,41
E05013718,Crofton Park,19,Middle East and Asia: Southern Asia,67
E05013718,Crofton Park,20,Middle East and Asia: South-East Asia,45
E05013718,Crofton Park,21,Middle East and Asia: Central Asia,0
E05013718,Crofton Park,22,The Americas and the Caribbean: North America and the Caribbean,181
E05013718,Crofton Park,23,The Americas and the Caribbean: Central and South America,79
E05013718,Crofton Park,24,"Antarctica and Oceania, including Australasia",91
E05013718,Crofton Park,25,British Overseas Territories,0
E05013718,Crofton Park,26,No passport held,812
E05013719,Deptford,-8,Does not apply,0
E05013719,Deptford,1,Europe: United Kingdom,11612
E05013719,Deptford,2,Europe: Ireland,187
E05013719,Deptford,3,Europe: Other Europe: EU Member countries: France,230
E05013719,Deptford,4,Europe: Other Europe: EU Member countries: Germany,102
E05013719,Deptford,5,Europe: Other Europe: EU Member countries: Italy,374
E05013719,Deptford,6,Europe: Other Europe: EU Member countries: Portugal,254
E05013719,Deptford,7,Europe: Other Europe: EU Member countries: Spain,478
E05013719,Deptford,8,Europe: Other Europe: EU Member countries: Lithuania,102
E05013719,Deptford,9,Europe: Other Europe: EU Member countries: Poland,255
E05013719,Deptford,10,Europe: Other Europe: EU Member countries: Romania,116
E05013719,Deptford,11,Europe: Other Europe: EU Member countries: Other EU countries,519
E05013719,Deptford,12,Europe: Other Europe: Rest of Europe: Turkey,24
E05013719,Deptford,13,Europe: Other Europe: Rest of Europe: Other Europe,118
E05013719,Deptford,14,Africa: North Africa,23
E05013719,Deptford,15,Africa: Central and Western Africa,445
E05013719,Deptford,16,Africa: South and Eastern Africa,90
E05013719,Deptford,17,Middle East and Asia: Middle East,18
E05013719,Deptford,18,Middle East and Asia: Eastern Asia,211
E05013719,Deptford,19,Middle East and Asia: Southern Asia,120
E05013719,Deptford,20,Middle East and Asia: South-East Asia,121
E05013719,Deptford,21,Middle East and Asia: Central Asia,10
E05013719,Deptford,22,The Americas and the Caribbean: North America and the Caribbean,262
E05013719,Deptford,23,The Americas and the Caribbean: Central and South America,170
E05013719,Deptford,24,"Antarctica and Oceania, including Australasia",52
E05013719,Deptford,25,British Overseas Territories,0
E05013719,Deptford,26,No passport held,1112
E05013720,Downham,-8,Does not apply,0
E05013720,Downham,1,Europe: United Kingdom,13008
E05013720,Downham,2,Europe: Ireland,171
E05013720,Downham,3,Europe: Other Europe: EU Member countries: France,122
E05013720,Downham,4,Europe: Other Europe: EU Member countries: Germany,60
E05013720,Downham,5,Europe: Other Europe: EU Member countries: Italy,265
E05013720,Downham,6,Europe: Other Europe: EU Member countries: Portugal,133
E05013720,Downham,7,Europe: Other Europe: EU Member countries: Spain,177
E05013720,Downham,8,Europe: Other Europe: EU Member countries: Lithuania,141
E05013720,Downham,9,Europe: Other Europe: EU Member countries: Poland,283
E05013720,Downham,10,Europe: Other Europe: EU Member countries: Romania,346
E05013720,Downham,11,Europe: Other Europe: EU Member countries: Other EU countries,455
E05013720,Downham,12,Europe: Other Europe: Rest of Europe: Turkey,40
E05013720,Downham,13,Europe: Other Europe: Rest of Europe: Other Europe,74
E05013720,Downham,14,Africa: North Africa,32
E05013720,Downham,15,Africa: Central and Western Africa,324
E05013720,Downham,16,Africa: South and Eastern Africa,48
E05013720,Downham,17,Middle East and Asia: Middle East,4
E05013720,Downham,18,Middle East and Asia: Eastern Asia,54
E05013720,Downham,19,Middle East and Asia: Southern Asia,226
E05013720,Downham,20,Middle East and Asia: South-East Asia,47
E05013720,Downham,21,Middle East and Asia: Central Asia,2
E05013720,Downham,22,The Americas and the Caribbean: North America and the Caribbean,230
E05013720,Downham,23,The Americas and the Caribbean: Central and South America,107
E05013720,Downham,24,"Antarctica and Oceania, including Australasia",15
E05013720,Downham,25,British Overseas Territories,0
E05013720,Downham,26,No passport held,1995
E05013721,Evelyn,-8,Does not apply,0
E05013721,Evelyn,1,Europe: United Kingdom,9140
E05013721,Evelyn,2,Europe: Ireland,155
E05013721,Evelyn,3,Europe: Other Europe: EU Member countries: France,238
E05013721,Evelyn,4,Europe: Other Europe: EU Member countries: Germany,89
E05013721,Evelyn,5,Europe: Other Europe: EU Member countries: Italy,585
E05013721,Evelyn,6,Europe: Other Europe: EU Member countries: Portugal,227
E05013721,Evelyn,7,Europe: Other Europe: EU Member countries: Spain,327
E05013721,Evelyn,8,Europe: Other Europe: EU Member countries: Lithuania,90
E05013721,Evelyn,9,Europe: Other Europe: EU Member countries: Poland,230
E05013721,Evelyn,10,Europe: Other Europe: EU Member countries: Romania,208
E05013721,Evelyn,11,Europe: Other Europe: EU Member countries: Other EU countries,673
E05013721,Evelyn,12,Europe: Other Europe: Rest of Europe: Turkey,47
E05013721,Evelyn,13,Europe: Other Europe: Rest of Europe: Other Europe,177
E05013721,Evelyn,14,Africa: North Africa,31
E05013721,Evelyn,15,Africa: Central and Western Africa,268
E05013721,Evelyn,16,Africa: South and Eastern Africa,96
E05013721,Evelyn,17,Middle East and Asia: Middle East,25
E05013721,Evelyn,18,Middle East and Asia: Eastern Asia,202
E05013721,Evelyn,19,Middle East and Asia: Southern Asia,120
E05013721,Evelyn,20,Middle East and Asia: South-East Asia,179
E05013721,Evelyn,21,Middle East and Asia: Central Asia,21
E05013721,Evelyn,22,The Americas and the Caribbean: North America and the Caribbean,215
E05013721,Evelyn,23,The Americas and the Caribbean: Central and South America,190
E05013721,Evelyn,24,"Antarctica and Oceania, including Australasia",78
E05013721,Evelyn,25,British Overseas Territories,2
E05013721,Evelyn,26,No passport held,825
E05013722,Forest Hill,-8,Does not apply,0
E05013722,Forest Hill,1,Europe: United Kingdom,11719
E05013722,Forest Hill,2,Europe: Ireland,247
E05013722,Forest Hill,3,Europe: Other Europe: EU Member countries: France,155
E05013722,Forest Hill,4,Europe: Other Europe: EU Member countries: Germany,92
E05013722,Forest Hill,5,Europe: Other Europe: EU Member countries: Italy,216
E05013722,Forest Hill,6,Europe: Other Europe: EU Member countries: Portugal,83
E05013722,Forest Hill,7,Europe: Other Europe: EU Member countries: Spain,187
E05013722,Forest Hill,8,Europe: Other Europe: EU Member countries: Lithuania,44
E05013722,Forest Hill,9,Europe: Other Europe: EU Member countries: Poland,185
E05013722,Forest Hill,10,Europe: Other Europe: EU Member countries: Romania,92
E05013722,Forest Hill,11,Europe: Other Europe: EU Member countries: Other EU countries,382
E05013722,Forest Hill,12,Europe: Other Europe: Rest of Europe: Turkey,20
E05013722,Forest Hill,13,Europe: Other Europe: Rest of Europe: Other Europe,52
E05013722,Forest Hill,14,Africa: North Africa,17
E05013722,Forest Hill,15,Africa: Central and Western Africa,211
E05013722,Forest Hill,16,Africa: South and Eastern Africa,51
E05013722,Forest Hill,17,Middle East and Asia: Middle East,3
E05013722,Forest Hill,18,Middle East and Asia: Eastern Asia,93
E05013722,Forest Hill,19,Middle East and Asia: Southern Asia,88
E05013722,Forest Hill,20,Middle East and Asia: South-East Asia,58
E05013722,Forest Hill,21,Middle East and Asia: Central Asia,1
E05013722,Forest Hill,22,The Americas and the Caribbean: North America and the Caribbean,150
E05013722,Forest Hill,23,The Americas and the Caribbean: Central and South America,105
E05013722,Forest Hill,24,"Antarctica and Oceania, including Australasia",52
E05013722,Forest Hill,25,British Overseas Territories,1
E05013722,Forest Hill,26,No passport held,871
E05013723,Grove Park,-8,Does not apply,0
E05013723,Grove Park,1,Europe: United Kingdom,11468
E05013723,Grove Park,2,Europe: Ireland,165
E05013723,Grove Park,3,Europe: Other Europe: EU Member countries: France,161
E05013723,Grove Park,4,Europe: Other Europe: EU Member countries: Germany,50
E05013723,Grove Park,5,Europe: Other Europe: EU Member countries: Italy,234
E05013723,Grove Park,6,Europe: Other Europe: EU Member countries: Portugal,110
E05013723,Grove Park,7,Europe: Other Europe: EU Member countries: Spain,149
E05013723,Grove Park,8,Europe: Other Europe: EU Member countries: Lithuania,141
E05013723,Grove Park,9,Europe: Other Europe: EU Member countries: Poland,211
E05013723,Grove Park,10,Europe: Other Europe: EU Member countries: Romania,275
E05013723,Grove Park,11,Europe: Other Europe: EU Member countries: Other EU countries,410
E05013723,Grove Park,12,Europe: Other Europe: Rest of Europe: Turkey,12
E05013723,Grove Park,13,Europe: Other Europe: Rest of Europe: Other Europe,81
E05013723,Grove Park,14,Africa: North Africa,29
E05013723,Grove Park,15,Africa: Central and Western Africa,256
E05013723,Grove Park,16,Africa: South and Eastern Africa,58
E05013723,Grove Park,17,Middle East and Asia: Middle East,8
E05013723,Grove Park,18,Middle East and Asia: Eastern Asia,80
E05013723,Grove Park,19,Middle East and Asia: Southern Asia,166
E05013723,Grove Park,20,Middle East and Asia: South-East Asia,45
E05013723,Grove Park,21,Middle East and Asia: Central Asia,0
E05013723,Grove Park,22,The Americas and the Caribbean: North America and the Caribbean,157
E05013723,Grove Park,23,The Americas and the Caribbean: Central and South America,89
E05013723,Grove Park,24,"Antarctica and Oceania, including Australasia",28
E05013723,Grove Park,25,British Overseas Territories,0
E05013723,Grove Park,26,No passport held,1348
E05013724,Hither Green,-8,Does not apply,0
E05013724,Hither Green,1,Europe: United Kingdom,14265
E05013724,Hither Green,2,Europe: Ireland,216
E05013724,Hither Green,3,Europe: Other Europe: EU Member countries: France,234
E05013724,Hither Green,4,Europe: Other Europe: EU Member countries: Germany,109
E05013724,Hither Green,5,Europe: Other Europe: EU Member countries: Italy,274
E05013724,Hither Green,6,Europe: Other Europe: EU Member countries: Portugal,192
E05013724,Hither Green,7,Europe: Other Europe: EU Member countries: Spain,331
E05013724,Hither Green,8,Europe: Other Europe: EU Member countries: Lithuania,73
E05013724,Hither Green,9,Europe: Other Europe: EU Member countries: Poland,296
E05013724,Hither Green,10,Europe: Other Europe: EU Member countries: Romania,373
E05013724,Hither Green,11,Europe: Other Europe: EU Member countries: Other EU countries,587
E05013724,Hither Green,12,Europe: Other Europe: Rest of Europe: Turkey,6
E05013724,Hither Green,13,Europe: Other Europe: Rest of Europe: Other Europe,140
E05013724,Hither Green,14,Africa: North Africa,47
E05013724,Hither Green,15,Africa: Central and Western Africa,484
E05013724,Hither Green,16,Africa: South and Eastern Africa,71
E05013724,Hither Green,17,Middle East and Asia: Middle East,20
E05013724,Hither Green,18,Middle East and Asia: Eastern Asia,84
E05013724,Hither Green,19,Middle East and Asia: Southern Asia,187
E05013724,Hither Green,20,Middle East and Asia: South-East Asia,93
E05013724,Hither Green,21,Middle East and Asia: Central Asia,0
E05013724,Hither Green,22,The Americas and the Caribbean: North America and the Caribbean,350
E05013724,Hither Green,23,The Americas and the Caribbean: Central and South America,150
E05013724,Hither Green,24,"Antarctica and Oceania, including Australasia",22
E05013724,Hither Green,25,British Overseas Territories,0
E05013724,Hither Green,26,No passport held,1544
E05013725,Ladywell,-8,Does not apply,0
E05013725,Ladywell,1,Europe: United Kingdom,11765
E05013725,Ladywell,2,Europe: Ireland,223
E05013725,Ladywell,3,Europe: Other Europe: EU Member countries: France,159
E05013725,Ladywell,4,Europe: Other Europe: EU Member countries: Germany,62
E05013725,Ladywell,5,Europe: Other Europe: EU Member countries: Italy,235
E05013725,Ladywell,6,Europe: Other Europe: EU Member countries: Portugal,109
E05013725,Ladywell,7,Europe: Other Europe: EU Member countries: Spain,306
E05013725,Ladywell,8,Europe: Other Europe: EU Member countries: Lithuania,48
E05013725,Ladywell,9,Europe: Other Europe: EU Member countries: Poland,148
E05013725,Ladywell,10,Europe: Other Europe: EU Member countries: Romania,175
E05013725,Ladywell,11,Europe: Other Europe: EU Member countries: Other EU countries,341
E05013725,Ladywell,12,Europe: Other Europe: Rest of Europe: Turkey,21
E05013725,Ladywell,13,Europe: Other Europe: Rest of Europe: Other Europe,59
E05013725,Ladywell,14,Africa: North Africa,14
E05013725,Ladywell,15,Africa: Central and Western Africa,299
E05013725,Ladywell,16,Africa: South and Eastern Africa,31
E05013725,Ladywell,17,Middle East and Asia: Middle East,11
E05013725,Ladywell,18,Middle East and Asia: Eastern Asia,112
E05013725,Ladywell,19,Middle East and Asia: Southern Asia,118
E05013725,Ladywell,20,Middle East and Asia: South-East Asia,69
E05013725,Ladywell,21,Middle East and Asia: Central Asia,2
E05013725,Ladywell,22,The Americas and the Caribbean: North America and the Caribbean,193
E05013725,Ladywell,23,The Americas and the Caribbean: Central and South America,84
E05013725,Ladywell,24,"Antarctica and Oceania, including Australasia",71
E05013725,Ladywell,25,British Overseas Territories,0
E05013725,Ladywell,26,No passport held,924
E05013726,Lee Green,-8,Does not apply,0
E05013726,Lee Green,1,Europe: United Kingdom,11296
E05013726,Lee Green,2,Europe: Ireland,243
E05013726,Lee Green,3,Europe: Other Europe: EU Member countries: France,200
E05013726,Lee Green,4,Europe: Other Europe: EU Member countries: Germany,64
E05013726,Lee Green,5,Europe: Other Europe: EU Member countries: Italy,194
E05013726,Lee Green,6,Europe: Other Europe: EU Member countries: Portugal,66
E05013726,Lee Green,7,Europe: Other Europe: EU Member countries: Spain,196
E05013726,Lee Green,8,Europe: Other Europe: EU Member countries: Lithuania,75
E05013726,Lee Green,9,Europe: Other Europe: EU Member countries: Poland,185
E05013726,Lee Green,10,Europe: Other Europe: EU Member countries: Romania,259
E05013726,Lee Green,11,Europe: Other Europe: EU Member countries: Other EU countries,430
E05013726,Lee Green,12,Europe: Other Europe: Rest of Europe: Turkey,20
E05013726,Lee Green,13,Europe: Other Europe: Rest of Europe: Other Europe,70
E05013726,Lee Green,14,Africa: North Africa,34
E05013726,Lee Green,15,Africa: Central and Western Africa,168
E05013726,Lee Green,16,Africa: South and Eastern Africa,45
E05013726,Lee Green,17,Middle East and Asia: Middle East,5
E05013726,Lee Green,18,Middle East and Asia: Eastern Asia,70
E05013726,Lee Green,19,Middle East and Asia: Southern Asia,152
E05013726,Lee Green,20,Middle East and Asia: South-East Asia,59
E05013726,Lee Green,21,Middle East and Asia: Central Asia,3
E05013726,Lee Green,22,The Americas and the Caribbean: North America and the Caribbean,147
E05013726,Lee Green,23,The Americas and the Caribbean: Central and South America,120
E05013726,Lee Green,24,"Antarctica and Oceania, including Australasia",50
E05013726,Lee Green,25,British Overseas Territories,0
E05013726,Lee Green,26,No passport held,862
E05013727,Lewisham Central,-8,Does not apply,0
E05013727,Lewisham Central,1,Europe: United Kingdom,4780
E05013727,Lewisham Central,2,Europe: Ireland,122
E05013727,Lewisham Central,3,Europe: Other Europe: EU Member countries: France,143
E05013727,Lewisham Central,4,Europe: Other Europe: EU Member countries: Germany,52
E05013727,Lewisham Central,5,Europe: Other Europe: EU Member countries: Italy,322
E05013727,Lewisham Central,6,Europe: Other Europe: EU Member countries: Portugal,120
E05013727,Lewisham Central,7,Europe: Other Europe: EU Member countries: Spain,223
E05013727,Lewisham Central,8,Europe: Other Europe: EU Member countries: Lithuania,63
E05013727,Lewisham Central,9,Europe: Other Europe: EU Member countries: Poland,135
E05013727,Lewisham Central,10,Europe: Other Europe: EU Member countries: Romania,163
E05013727,Lewisham Central,11,Europe: Other Europe: EU Member countries: Other EU countries,384
E05013727,Lewisham Central,12,Europe: Other Europe: Rest of Europe: Turkey,20
E05013727,Lewisham Central,13,Europe: Other Europe: Rest of Europe: Other Europe,97
E05013727,Lewisham Central,14,Africa: North Africa,35
E05013727,Lewisham Central,15,Africa: Central and Western Africa,138
E05013727,Lewisham Central,16,Africa: South and Eastern Africa,41
E05013727,Lewisham Central,17,Middle East and Asia: Middle East,17
E05013727,Lewisham Central,18,Middle East and Asia: Eastern Asia,247
E05013727,Lewisham Central,19,Middle East and Asia: Southern Asia,297
E05013727,Lewisham Central,20,Middle East and Asia: South-East Asia,143
E05013727,Lewisham Central,21,Middle East and Asia: Central Asia,5
E05013727,Lewisham Central,22,The Americas and the Caribbean: North America and the Caribbean,130
E05013727,Lewisham Central,23,The Americas and the Caribbean: Central and South America,96
E05013727,Lewisham Central,24,"Antarctica and Oceania, including Australasia",46
E05013727,Lewisham Central,25,British Overseas Territories,0
E05013727,Lewisham Central,26,No passport held,384
E05013728,New Cross Gate,-8,Does not apply,0
E05013728,New Cross Gate,1,Europe: United Kingdom,7730
E05013728,New Cross Gate,2,Europe: Ireland,97
E05013728,New Cross Gate,3,Europe: Other Europe: EU Member countries: France,127
E05013728,New Cross Gate,4,Europe: Other Europe: EU Member countries: Germany,79
E05013728,New Cross Gate,5,Europe: Other Europe: EU Member countries: Italy,201
E05013728,New Cross Gate,6,Europe: Other Europe: EU Member countries: Portugal,121
E05013728,New Cross Gate,7,Europe: Other Europe: EU Member countries: Spain,486
E05013728,New Cross Gate,8,Europe: Other Europe: EU Member countries: Lithuania,84
E05013728,New Cross Gate,9,Europe: Other Europe: EU Member countries: Poland,134
E05013728,New Cross Gate,10,Europe: Other Europe: EU Member countries: Romania,94
